"","Date","Year","Country","Area","Location"
"1987","20-Nov-2000",2000,"AUSTRALIA","South Australia","Ceduna"
"1988","17-Nov-2000",2000,"USA","Florida","Bonita Springs, Lee County"
"1989","10-Nov-2000",2000,"USA","Florida","Vaughn Beach, Flagler County"
"1990","06-Nov-2000",2000,"AUSTRALIA","Western Australia","Cottesloe Beach, Perth"
"1991","06-Nov-2000",2000,"AUSTRALIA","Western Australia","Cottesloe Beach, Perth"
"1992","04-Nov-2000",2000,"USA","California","1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County"
"1993","29-Oct-2000",2000,"AUSTRALIA","Queensland","Peel Island"
"1994","20-Oct-2000",2000,"USA","Florida","Fort Pierce Inlet State Park, St Lucie County"
"1995","18-Oct-2000",2000,"USA","Hawaii","Olowalu"
"1996","14-Oct-2000",2000,"USA","Florida","South Beach, Sebastian, Indian River County"
"1997","09-Oct-2000",2000,"USA","Florida","Lake Worth Inlet/West Palm Beach, Palm Beach County"
"1998","06-Oct-2000",2000,"USA","Florida","New Smyrna Beach, Volusia County"
"1999","06-Oct-2000",2000,"USA","Florida","New Smyrna Beach, Volusia County"
"2000","02-Oct-2000",2000,"USA","North Carolina","Wrightsville Beach, New Hanover County"
"2001","29-Sep-2000",2000,"USA","California","Mavericks, Half Moon Bay, San Mateo County"
"2002","25-Sep-2000",2000,"AUSTRALIA","South Australia","Black Point, Eyre Peninsula"
"2003","24-Sep-2000",2000,"AUSTRALIA","South Australia","Cactus Beach near Penong"
"2004","19-Sep-2000",2000,"AUSTRALIA","New South Wales","Wollongong"
"2005","16-Sep-2000",2000,"OKINAWA","Miyako Island","Sunayama Beach"
"2006","16-Sep-2000",2000,"USA","South Carolina","Isle of Palms, Charleston County"
"2007","15-Sep-2000",2000,"USA","Florida","Fort Pierce Inlet, St Lucie County"
"2008","12-Sep-2000",2000,"USA","Florida","Sebastian Inlet, Indian River or Brevard County"
"2009","11-Sep-2000",2000,"USA","Florida","Daytona Beach Shores, Volusia County"
"2010","10-Sep-2000",2000,"USA","Florida","Vero Beach, Indian River County"
"2011","10-Sep-2000",2000,"SOUTH AFRICA","Western Cape Province","Dyer Island"
"2012","08-Sep-2000",2000,"TANZANIA","","Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)"
"2013","08-Sep-2000",2000,"USA","Florida","New Smyrna Beach, Volusia County"
"2014","08-Sep-2000",2000,"REUNION","Saint-Pierre","Pic du Diable "
"2015","Early Sep-2000",2000,"TANZANIA","","Coco Beach, Dar-es-Salaam"
"2016","31-Aug-2000",2000,"USA","Florida","New Smyrna Beach, Volusia County"
"2017","30-Aug-2000",2000,"USA","Florida","Boca Ciega Bay, Tampa, Pinellas County"
"2018","Reported 27-Aug-2000",2000,"USA","Alaska","Prince William Sound"
"2019","21-Aug-2000",2000,"USA","North Carolina","Bouges Bank, Emerald Isle, Carteret County"
"2020","15-Aug-2000",2000,"USA","Hawaii","Kanaha Beach, Maui"
"2021","13-Aug-2000",2000,"USA","Florida","South Jacksonville Beach, Duval County"
"2022","12-Aug-2000",2000,"USA","Florida","St. Augustine, St. Johns County"
"2023","11-Aug-2000",2000,"USA","North Carolina","Emerald Isle, Carteret County"
"2024","10-Aug-2000",2000,"USA","Florida","Florida Keys"
"2025","Aug-2000",2000,"TANZANIA","","Coco Beach, Dar-es-Salaam"
"2026","25-Jul-2000",2000,"USA","Florida","New Smyrna Beach, Volusia County"
"2027","22-Jul-2000",2000,"USA","Florida","Big Pine Key, Monroe County "
"2028","17-Jul-2000",2000,"USA","North Carolina","Oceanic Pier, Wrightsville Beach, New Hanover County"
"2029","16-Jul-2000",2000,"USA","North Carolina","Holden Beach, Brunswick County"
"2030","16-Jul-2000",2000,"SOUTH AFRICA","Eastern Cape Province","Nahoon, East London"
"2031","15-Jul-2000",2000,"SOUTH AFRICA","Eastern Cape Province","Cape Recife"
"2032","15-Jul-2000",2000,"SOUTH AFRICA","KwaZulu-Natal","South of Durban"
"2033","12-Jul-2000",2000," TONGA","Minerva Reef","Treated at Nuku-alofa"
"2034","10-Jul-2000",2000,"USA","Florida","Daytona  Beach, Volusia County"
"2035","09-Jul-2000",2000,"USA","Florida","Neptune Avenue, Ormond Beach, Volusia County"
"2036","07-Jul-2000",2000,"USA","Texas","Mustang Island, Corpus Christi"
"2037","06-Jul-2000",2000,"USA","North Carolina","Pine Island, Corolla, Currituck County"
"2038","04-Jul-2000",2000,"USA","Florida","Daytona Beach, Volusia County"
"2039","04-Jul-2000",2000,"USA","Florida","Artifical reef 3 miles off Manatee Beach, Manatee County"
"2040","02-Jul-2000",2000,"USA","Florida","Smyrna Dunes  Park, New Smyrna Beach, Volusia County"
"2041","02-Jul-2000",2000,"USA","Florida","Smyrna Dunes Park, New Smyrna Beach, Volusia County"
"2042","Jul-2000",2000,"TANZANIA","","Coco Beach, Dar-es-Salaam"
"2043","30-Jun-2000",2000,"PAPUA NEW GUINEA","Madang Province","Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby"
"2044","29-Jun-2000",2000,"NEW ZEALAND","North Island","Papamoa Beach, Bay of Plenty"
"2045","19-Jun-2000",2000,"USA","Florida","Seminole Avenue, Ormond Beach, Volusia County"
"2046","13-Jun-2000",2000,"USA","Florida","Pensacola Bay, Escambia County"
"2047","10-Jun-2000",2000,"USA","Texas","J.P. Luby Surf Park, Corpus Christi"
"2048","09-Jun-2000",2000,"USA","Alabama","Gulf Shores, Baldwin County"
"2049","09-Jun-2000",2000,"USA","Alabama","Gulf Shores, Baldwin County"
"2050","02-Jun-2000",2000,"USA","Florida","27th Avenue, New Smyrna Beach, Volusia County"
"2051","Early Jun-2000",2000,"TANZANIA","","Coco Beach in Oyster Bay, 7 km north of Dar-es-Salaam"
"2052","13-May-2000",2000,"NEW CALEDONIA","South Province","Mont Dore"
"2053","09-May-2000",2000,"AUSTRALIA","Victoria","Koonya Beach, Melbourne"
"2054","07-May-2000",2000,"PAPUA NEW GUINEA","Madang Province","Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby"
"2055","07-May-2000",2000,"PAPUA NEW GUINEA","Madang Province","Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby"
"2056","14-Apr-2000",2000,"USA","Florida","On the south side of Ponce Inlet, Volusia County"
"2057","09-Apr-2000",2000,"USA","Florida","Municipal Beach, Riviera Beach, Palm Beach County"
"2058","31-Mar-2000",2000,"USA","Florida","Santa Rosa Sound Escambia County"
"2059","30-Mar-2000",2000,"AUSTRALIA","Queensland","Main Beach, Gold Coast"
"2060","26-Mar-2000",2000,"USA","Florida","Juno Beach, Palm Beach County"
"2061","24-Mar-2000",2000,"USA","Florida","Floridana Beach, Brevard County"
"2062","15-Mar-2000",2000,"NEW CALEDONIA","North Province","Poum"
"2063","14-Mar-2000",2000,"AUSTRALIA","New South Wales","McMasters Beach, Central Coast"
"2064","10-Mar-2000",2000,"AUSTRALIA","New South Wales","Parramatta River"
"2065","09-Mar-2000",2000,"AUSTRALIA","New South Wales","Parramatta River"
"2066","Reported      03-Mar-2000",2000,"NEW ZEALAND","North Island","Between the Kakanui River and Campbell's Bay"
"2067","02-Mar-2000",2000,"AUSTRALIA","New South Wales","Taronga Wharf, Athol Bay, Sydney Harbor"
"2068","Mar-2000",2000,"USA","Louisiana","Midnight Lump (38 miles offshore)"
"2069","21-Feb-2000",2000,"USA","Florida","Riviera Beach, Palm Beach County"
"2070","19-Feb-2000",2000,"SOUTH AFRICA","Western Cape Province","Struis Bay"
"2071","14-Feb-2000",2000,"ENGLAND","Worcestershire","The Fountain Pub in Tenbury Wells"
"2072","03-Feb-2000",2000,"NEW ZEALAND","South Island","Oreti Beach (reported as the 4th person bitten in NZ in 2000)"
"2073","01-Feb-2000",2000,"AUSTRALIA","South Australia","Point Sinclair, Cactus Beach near Penong"
"2074","Reported 28-Jan-2000",2000,"REUNION","","Saint Pierre"
"2075","05-Jan-2000",2000,"THAILAND","Phang nga Province","Phang nga Island"
"2076","2000",2000,"USA","Florida","Boca Grande, Lee County"
"2077","31-Dec-1999",1999,"NEW ZEALAND","South Island","Oreti Beach"
"2078","31-Dec-1999",1999,"NEW ZEALAND","South Island","Oreti Beach"
"2079","31-Dec-1999",1999,"NEW ZEALAND","South Island","Oreti Beach"
"2080","26-Dec-1999",1999,"BRAZIL","Pernambuco","Boa Viagem Beach, Recife"
"2081","14-Dec-1999",1999,"USA","California","Off Ventura, Anacapa & Santa Cruz Islands"
"2082","06-Dec-1999",1999,"BRAZIL","Rio de Janeiro","Rio de Janeiro, Guanabara Bay"
"2083","02-Dec-1999",1999,"USA","Florida","Boynton Beach, Palm Beach County"
"2084","30-Nov-1999",1999,"USA","Florida","Palm Beach, Palm Beach County"
"2085","23-Nov-1999",1999,"USA","Hawaii","Big Island off Kona Village Resort, North Kona"
"2086","15-Nov-1999",1999,"USA","California","Waddell Reef, Santa Cruz County"
"2087","13 -Nov-1999",1999,"SOUTH AFRICA","KwaZulu-Natal","Umtentweni"
"2088","06-Nov-1999",1999,"BRAZIL","Rio de Janeiro","Rio de Janeiro, Guanabara Bay"
"2089","Nov-1999",1999,"MARSHALL ISLANDS","Alinglaplap Atoll","Island J4H"
"2090","Nov-1999",1999,"MARSHALL ISLANDS","Alinglaplap Atoll","Island J4H"
"2091","30-Oct-1999",1999,"USA","Florida","Daytona Beach, Volusia County"
"2092","30-Oct-1999",1999,"USA","Florida","Gulfstream Park beach, Palm Beach County"
"2093","20-Oct-1999",1999,"USA","Florida","Pet Den, Satellite Beach, Brevard County"
"2094","01-Oct-1999",1999,"USA","Hawaii","Old Kona Airport State Park"
"2095","29-Sep-1999",1999,"USA","Florida","South side of Ponce de Leon Inlet, Volusia County"
"2096","24-Sep-1999",1999,"ITALY","Adriatic Sea","San Benedetto"
"2097","19-Sep-1999",1999,"USA","California","North of Pidgeon Point, San Mateo County"
"2098","Reported 16-Sep-1999",1999,"USA","Florida","Cape Canaveral, Brevard County"
"2099","10-Sep-1999",1999,"USA","South Carolina","Isle of Palms, Charleston County"
"2100","05-Sep-1999",1999,"USA","Florida","Fort Pierce Inlet, St. Lucie County"
"2101","04-Sep-1999",1999,"USA","Florida","World Typhoon Lagoon, Disney Water Park, Orange County"
"2102","04-Sep-1999",1999,"USA","Florida","Ponce Inlet, Volusia County"
"2103","26-Aug-1999",1999,"USA","Florida","Bethune Beach, south of New Smyrna Beach, Volusia County"
"2104","24-Aug-1999",1999,"USA","North Carolina","Fort Fisher, New Hanover County"
"2105","23-Aug-1999",1999,"MARSHALL ISLANDS","Ralik Chain","Kwajalein Atoll"
"2106","21-Aug-1999",1999,"USA","Florida","Ponce Inlet, Volusia County"
"2107","16-Aug-1999",1999,"USA","South Carolina","Grand Strand, Myrtle Beach, Horry County"
"2108","05-Aug-1999",1999,"USA","Florida","New Smyrna Beach, Volusia County"
"2109","05-Aug-1999",1999,"BAHAMAS","Abaco Islands","Grand Cay"
"2110","29-Jul-1999",1999,"SOUTH AFRICA","Western Cape Province","Kogebaai"
"2111","26-Jul-1999",1999,"USA","Florida","Two miles off Key Colony Beach, Monroe County"
"2112","21-Jul-1999",1999,"USA","Hawaii","Honoli'i in Hilo (west side of Big Island)"
"2113","15-Jul-1999",1999,"SOUTH AFRICA","Western Cape Province","Buffels Bay (near Knysna)"
"2114","06-Jul-1999",1999,"USA","South Carolina","Charleston"
"2115","04-Jul-1999",1999,"USA","Florida","Pensacola  Beach, Escambia County"
"2116","03-Jul-1999",1999,"SOUTH AFRICA","Eastern Cape Province","Cintsa East, East London"
"2117","19-Jun-1999",1999,"USA","Florida","11 miles off Dog Island in the Gulf of Mexico, Franklin County"
"2118","17-Jun-1999",1999,"USA","Florida","South of Ponce Inlet, Volusia County"
"2119","12-Jun-1999",1999,"USA","Florida","Atlantiic Beach, Duval County"
"2120","09-Jun-1999",1999,"USA","Florida","Atlantic Dunes Park, Delray Beach, Palm Beach County"
"2121","29-May-1999",1999,"AUSTRALIA","South Australia","Hardwicke Bay, Yorke Peninsula"
"2122","01-May-1999",1999,"BRAZIL","Pernambuco","Boa Viagem Beach, Recife"
"2123","22-Apr-1999",1999,"MAURITIUS","Grand Baie","Pointe aux Canonniers"
"2124","11-Apr-1999",1999,"REUNION","L' Etang Salé-les-Bains","Roche-aux-Oiseaux"
"2125","01-Apr-1999",1999,"USA","Florida","Hobe Sound Beach, Palm Beach County"
"2126","Reported 18-Mar-1999 ",1999,"NEW ZEALAND","South Island","Codfish Island (Whenua Hau) west of Stewart Island"
"2127","18-Mar-1999",1999,"BRAZIL","Rio Grande de Norte","Atol das Rochas"
"2128","18-Mar-1999",1999,"USA","Hawaii","Olowalu side of Lahina, Maui "
"2129","14-Mar-1999",1999,"NEW CALEDONIA","Loyalty Islands","Ouvea"
"2130","14-Mar-1999",1999,"NEW ZEALAND","",""
"2131","08-Mar-1999",1999,"USA","Hawaii","Kealia Beach, Kaua'i"
"2132","05-Mar-1999",1999,"USA","Hawaii","Quarter mile offshore in Kaanapali, West Maui"
"2133","26-Feb-1999",1999,"USA","North Carolina","Frying Pan Shoals"
"2134","23-Feb-1999",1999,"AUSTRALIA","New South Wales","Scotts Head"
"2135","03-Feb-1999",1999,"USA","Florida","Hobe Sound, Martin County"
"2136","29-Jan-1999",1999,"MAURITIUS","","Belle-Mare"
"2137"," 13-Jan-1999",1999,"SOUTH AFRICA","Eastern Cape Province","Bonza Beach"
"2138","01-Jan-1999",1999,"NEW ZEALAND","North Island","Papamoa, near Tauranga, Bay of Plenty"
"2139","Reported 03-Jan-1999",1999,"AUSTRALIA","Northern Territory","Gulf of Carpenteria"
"2140","03-Jan-1999",1999,"REUNION","Saint-Leu","Pointe au Sel"
"2141","1999",1999,"SOUTH AFRICA","Western Cape Province","Hospital Rock, Dyers Island"
"2142","1999",1999,"USA","Virginia","Sandridge Beach, Virginia Beach, Princess Anne County"
"2143","24-Dec-1998",1998,"USA","Florida","Ormond Beach, Volusia County"
"2144","22-Dec-1998",1998,"AUSTRALIA","South Australia","Middleton Beach"
"2145","Reported 20-Dec-1998",1998,"SOUTH AFRICA","Eastern Cape Province","King's Beach, Port Elizabeth"
"2146","18-Dec-1998",1998,"SOUTH AFRICA","Eastern Cape Province","Kei River Mouth"
"2147","15-Dec-1998",1998,"AUSTRALIA","South Australia","Middleton Beach"
"2148","21-Nov-1998",1998,"USA","Florida","Ocean Beach, Jaycee Park, Vero Beach, Indian River County"
"2149","14-Nov-1998",1998,"USA","Florida","New Smyrna Beach, Volusia County"
"2150","11-Nov-1998",1998,"USA","Florida","South Beach Park, Indian River County"
"2151","05-Nov-1998",1998,"USA","Oregon","Winchester Bay"
"2152","02-Nov-1998",1998,"JAPAN","Southern Japan","460 miles off Iwakuni"
"2153","02-Nov-1998",1998,"BRAZIL","Pernambuco"," Boa Viagem Beach, Recife"
"2154","24-Oct-1998",1998,"USA","Florida","Jupiter Beach, Palm Beach County"
"2155","18-Oct-1998",1998,"SOUTH AFRICA","Eastern Cape Province","Glengariff"
"2156","10-Oct-1998",1998,"USA","Florida","Sebastian Inlet, Indian River County"
"2157","04-Oct-1998",1998,"BRAZIL","Pernambuco","Boa Viagem Beach, Recife"
"2158","01-Oct-1998",1998,"REUNION","Saint-Benoît",""
"2159","01-Oct-1998",1998,"USA","Florida","New Smyrna Beach, Volusia County"
"2160","27-Sep-1998",1998,"USA","Florida","The Rocks, Hutchinson Island, Martin County"
"2161","22-Sep-1998",1998,"USA","Florida","New Smyrna Beach, Volusia County"
"2162","Reported 16-Sep-1998",1998,"SOUTH AFRICA","Eastern Cape Province","Kowie River"
"2163","14-Sep-1998",1998,"USA","Florida","Stuart Beach, Martin County"
"2164","Sep-1998",1998,"SENEGAL","Cap Vert Peninsula","Yoff Island"
"2165","30-Aug-1998",1998,"USA","Florida","Ponce Inlet, Volusia County"
"2166","27-Aug-1998",1998,"ITALY","Marches region","12 miles off Senigallia (Adriatic Sea)"
"2167","26-Aug-1998",1998,"USA","California","Stinson Beach, Marin County"
"2168","Reported      23-Aug-1998",1998,"USA","Virginia","Virginia Beach"
"2169","15-Aug-1998",1998,"BAHAMAS","Berry Islands","Ambergris Cay"
"2170","13-Aug-1998",1998,"USA","Florida","Ponce Inlet, Volusia County"
"2171","12-Aug-1998",1998,"SOUTH AFRICA","Transvaal","National Zoological Gardens Aquarium, Pretoria"
"2172","01-Aug-1998",1998,"SOUTH AFRICA","Western Cape Province","Buffalo Bay, near Knysna"
"2173","01-Aug-1998",1998,"SOUTH AFRICA","Western Cape Province","Pringle Bay"
"2174","26-Jul-1998",1998,"BRAZIL","Pernambuco","Boa Viagem, Recife"
"2175","25-Jul-1998",1998,"USA","Florida","New Smyrna Beach, Volusia County"
"2176","06-Jul-1998",1998,"SOUTH AFRICA","Western Cape Province","Plettenberg Bay"
"2177","11-Jul-1998",1998,"SOUTH AFRICA","Eastern Cape Province","St. Francis Bay"
"2178","06-Jul-1998",1998,"SOUTH AFRICA","Western Cape Province","Plettenberg Bay"
"2179","28-Jun-1998",1998,"AUSTRALIA","South Australia","South Neptune Island"
"2180","22-Jun-1998",1998,"SOUTH AFRICA","Eastern Cape Province","Gonubie, 13 km northeast of East London"
"2181","08-Jun-1998",1998,"USA","Florida","Daytona Beach, Volusia County"
"2182","05-Jun-1998",1998,"SOUTH AFRICA","Eastern Cape Province","Jeffrey's Bay"
"2183","30-May-1998",1998,"SOUTH AFRICA","Eastern Cape Province","Pollock Beach"
"2184","29-May-1998",1998,"SOUTH AFRICA","Eastern Cape Province","Sardinia Bay near Port Elizabeth"
"2185","29-May-1998",1998,"SOUTH AFRICA","Eastern Cape Province","Jeffreys Bay"
"2186","25-May-1998",1998,"USA","Florida","New Smyrna Beach, Volusia County"
"2187","16-May-1998",1998,"USA","Florida","Pecks Lake, Martin County"
"2188","16-May-1998",1998,"USA","Florida","Walden Rocks, St. Lucie County"
"2189","16-May-1998",1998,"SOUTH AFRICA","Western Cape Province","Keurbooms"
"2190","26-Apr-1998",1998,"MOZAMBIQUE","Gaza","Bilene Bay, 180 km north of Maputo"
"2191","21-Apr-1998",1998,"USA","Oregon","Gleneden Beach"
"2192","17-Apr-1998",1998,"USA","Florida","Marathon, Monroe County"
"2193","01-Apr-1998",1998,"BRAZIL","Pernambuco","Boa Viagem, Recife"
"2194","Apr-1998",1998,"NEW CALEDONIA","","Île de Sable"
"2195","31-Mar-1998",1998,"USA","Florida","Jensen Beach Park, Martin County"
"2196","15-Mar-1998",1998,"SOUTH AFRICA","Western Cape Province","Saldanha Bay"
"2197","08-Mar-1998",1998,"USA","Florida","Loggerhead Park, Juno Beach, Palm Beach County"
"2198","23-Feb-1998",1998,"USA","Florida","Jensen Beach, Martin County"
"2199","Reported 28-Jan-1998",1998,"AUSTRALIA","New South Wales","Whale Beach"
"2200","Jan-1998",1998,"NEW CALEDONIA","South Province","l'Anse-Vata"
"2201","25-Jan-1998",1998,"REUNION","Grand'Anse",""
"2202","25-Jan-1998",1998,"SOUTH AFRICA","Eastern Cape Province","East London"
"2203","17-Jan-1998",1998,"AUSTRALIA","South Australia","Middleton Beach"
"2204","14-Jan-1998",1998,"MOZAMBIQUE","Maputo Province","Ponta do Ouro"
"2205","1998",1998,"SOUTH AFRICA","Eastern Cape Province","Hole-in-the Wall"
"2206","1998",1998,"REUNION","Beaufonds",""
"2207","1998 ",1998,"USA","Virginia","Wreck of the Navy Barge, 22 miles SE of Rudee "
"2208","28-Dec-1997",1997,"SOUTH AFRICA","Western Cape Province","Pringle Bay, 44 miles southeast of Cape Town"
"2209","28-Dec-1997",1997,"SOUTH AFRICA","Eastern Cape Province","St. Francis Bay"
"2210","25-Dec-1997",1997,"USA","Florida","Fort Lauderdale, Broward County"
"2211","25-Dec-1997",1997,"USA","Florida","Hollywood Beach, Broward County"
"2212","09-Nov-1997",1997,"AUSTRALIA","Western Australia","Albany"
"2213","Reported 05-Nov-1997",1997,"USA","Florida",""
"2214"," 05-Nov-1997",1997,"AUSTRALIA","New South Wales","Botany Bay?"
"2215","28-Oct-1997",1997,"AUSTRALIA","Western Australia","Cottesloe Beach, Perth"
"2216","28-Oct-1997",1997,"USA","Hawaii","Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island"
"2217","24-Oct-1997",1997,"USA","Florida","North Jetty, Fort Pierce Inlet State Park, St. Lucie County"
"2218","21-Oct-1997",1997,"USA","Florida","North Jetty, Fort Pierce Inlet State Park, St. Lucie County"
"2219","Reported 11-Oct-1997",1997,"SOUTH AFRICA","Eastern Cape Province","Off Port Alfred"
"2220","04-Oct-1997",1997,"USA","Florida","Daytona Beach, Volusia County"
"2221","16-Sep-1997",1997,"BRAZIL","Pernambuco","Boa Viagem, Recife"
"2222","09-Sep-1997",1997,"USA","Florida","Volusia County  "
"2223","08-Sep-1997",1997,"USA","Florida","New Smyrna Beach, Volusia County"
"2224","06-Sep-1997",1997,"USA","Florida","New Smyrna Beach, Volusia County"
"2225","30-Aug-1997",1997,"USA","Florida","New Smyrna Beach, Volusia County"
"2226","27-Aug-1997",1997,"USA","Florida","New Smyrna Beach, Volusia County"
"2227","24-Aug-1997",1997,"USA","California","Clam Beach, near Eureka, Humboldt County"
"2228","14-Aug-1997",1997,"MEXICO","Quintana Roo","Santa Rosa, Cozumel"
"2229","14-Aug-1997",1997,"MEXICO","Quintana Roo","Santa Rosa, Cozumel"
